team_season_id,franchise,season,display,division,games,record,pts_scored_mean,pts_scored_sd,pts_allowed_mean,pts_allowed_sd,point_diff_pg,strength_z,eligible_qb,eligible_rb,eligible_wr,eligible_te
LV-2011,LV,2011,2011 Oakland Raiders,AFC West,16,8-8,22.44,8.31,27.06,9.59,-4.625,-0.671,1,3,6,4
MIA-2011,MIA,2011,2011 Miami Dolphins,AFC East,16,6-10,20.56,8.49,19.56,8.52,1,0.145,1,2,4,2
MIN-2011,MIN,2011,2011 Minnesota Vikings,NFC North,16,3-13,21.25,8.14,28.06,9.32,-6.813,-0.989,2,3,4,3
NE-2011,NE,2011,2011 New England Patriots,AFC East,16,13-3,32.06,8.28,21.38,6.52,10.688,1.552,1,3,5,2
NO-2011,NO,2011,2011 New Orleans Saints,NFC South,16,13-3,34.19,11.93,21.19,9.09,13,1.887,1,3,4,1
NYG-2011,NYG,2011,2011 New York Giants,NFC East,16,9-7,24.63,8.09,25,10.09,-0.375,-0.054,1,3,4,2
NYJ-2011,NYJ,2011,2011 New York Jets,AFC East,16,8-8,23.56,7.26,22.69,11.78,0.875,0.127,1,3,4,3
PHI-2011,PHI,2011,2011 Philadelphia Eagles,NFC East,16,8-8,24.75,8.35,20.5,10.71,4.25,0.617,1,3,4,2
PIT-2011,PIT,2011,2011 Pittsburgh Steelers,AFC North,16,12-4,20.31,10.02,14.19,9.23,6.125,0.889,1,3,5,3
SEA-2011,SEA,2011,2011 Seattle Seahawks,NFC West,16,7-9,20.06,10.84,19.69,8.67,0.375,0.054,1,3,5,2
SF-2011,SF,2011,2011 San Francisco 49ers,NFC West,16,13-3,23.75,9.39,14.31,8.55,9.438,1.37,1,3,4,2
TB-2011,TB,2011,2011 Tampa Bay Buccaneers,NFC South,16,4-12,17.94,6.24,30.88,11.2,-12.938,-1.878,2,2,5,2
TEN-2011,TEN,2011,2011 Tennessee Titans,AFC South,16,9-7,20.31,6.53,19.81,9.7,0.5,0.073,1,3,4,3
WAS-2011,WAS,2011,2011 Washington Redskins,NFC East,16,5-11,18,7.75,22.94,8.55,-4.938,-0.717,1,2,6,3
ARI-2012,ARI,2012,2012 Arizona Cardinals,NFC West,16,5-11,15.63,9.75,22.31,12.21,-6.688,-0.961,0,3,4,2
ATL-2012,ATL,2012,2012 Atlanta Falcons,NFC South,16,13-3,26.19,5.89,18.69,8.55,7.5,1.078,1,2,4,1
BAL-2012,BAL,2012,2012 Baltimore Ravens,AFC North,16,10-6,24.88,12.09,21.5,9.99,3.375,0.485,1,3,4,2
BUF-2012,BUF,2012,2012 Buffalo Bills,AFC East,16,6-10,21.5,10.15,27.19,14.8,-5.688,-0.817,1,3,5,2
CAR-2012,CAR,2012,2012 Carolina Panthers,NFC South,16,7-9,22.31,10.07,22.69,9.76,-0.375,-0.054,1,2,6,2
CHI-2012,CHI,2012,2012 Chicago Bears,NFC North,16,10-6,23.44,13.27,17.31,7.85,6.125,0.88,1,3,5,3
CIN-2012,CIN,2012,2012 Cincinnati Bengals,AFC North,16,10-6,24.44,8.25,20,10.77,4.438,0.638,1,3,5,2
CLE-2012,CLE,2012,2012 Cleveland Browns,AFC North,16,5-11,18.88,7.53,23,10.11,-4.125,-0.593,1,3,5,3
DAL-2012,DAL,2012,2012 Dallas Cowboys,NFC East,16,8-8,23.5,8.59,25,8.05,-1.5,-0.216,1,4,5,3
DEN-2012,DEN,2012,2012 Denver Broncos,AFC West,16,13-3,30.06,6.31,18.06,8.47,12,1.724,1,4,5,2
DET-2012,DET,2012,2012 Detroit Lions,NFC North,16,4-12,23.25,8.9,27.31,8.37,-4.063,-0.584,1,3,4,3
GB-2012,GB,2012,2012 Green Bay Packers,NFC North,16,11-5,27.06,10.67,21,9.26,6.063,0.871,1,1,5,3
HOU-2012,HOU,2012,2012 Houston Texans,AFC South,16,12-4,26,10.62,20.69,12.27,5.313,0.763,1,3,4,3
IND-2012,IND,2012,2012 Indianapolis Colts,AFC South,16,11-5,22.31,6.25,24.19,12.99,-1.875,-0.269,1,4,4,2
JAX-2012,JAX,2012,2012 Jacksonville Jaguars,AFC South,16,2-14,15.94,8.91,27.75,7.87,-11.813,-1.697,2,3,4,1
KC-2012,KC,2012,2012 Kansas City Chiefs,AFC West,16,2-14,13.19,8.22,26.56,9.6,-13.375,-1.922,2,3,4,2
LAC-2012,LAC,2012,2012 San Diego Chargers,AFC West,16,7-9,21.88,10.81,21.88,8.76,0,0,1,4,5,3
LAR-2012,LAR,2012,2012 St. Louis Rams,NFC West,16,7-8-1,18.69,7.56,21.75,10.45,-3.063,-0.44,1,3,6,2
LV-2012,LV,2012,2012 Oakland Raiders,AFC West,16,4-12,18.13,8.27,27.69,12.69,-9.563,-1.374,1,3,5,3
MIA-2012,MIA,2012,2012 Miami Dolphins,AFC East,16,7-9,18,9.01,19.81,8.91,-1.813,-0.26,1,3,4,2
MIN-2012,MIN,2012,2012 Minnesota Vikings,NFC North,16,10-6,23.69,7.6,21.75,9.91,1.938,0.278,1,2,5,3
NE-2012,NE,2012,2012 New England Patriots,AFC East,16,12-4,34.81,11.73,20.69,9.98,14.125,2.029,1,4,5,2
NO-2012,NO,2012,2012 New Orleans Saints,NFC South,16,7-9,28.81,8.03,28.38,12.25,0.438,0.063,1,4,5,2
NYG-2012,NYG,2012,2012 New York Giants,NFC East,16,9-7,26.81,13.93,21.5,10.13,5.313,0.763,1,3,4,2
NYJ-2012,NYJ,2012,2012 New York Jets,AFC East,16,6-10,17.56,12.15,23.44,11.05,-5.875,-0.844,2,3,4,3
PHI-2012,PHI,2012,2012 Philadelphia Eagles,NFC East,16,4-12,17.5,7.44,27.75,7.9,-10.25,-1.473,1,2,5,2
PIT-2012,PIT,2012,2012 Pittsburgh Steelers,AFC North,16,8-8,21,6.16,19.63,8.37,1.375,0.198,1,5,4,2
SEA-2012,SEA,2012,2012 Seattle Seahawks,NFC West,16,11-5,25.75,13.83,15.31,7.16,10.438,1.5,1,3,4,3
SF-2012,SF,2012,2012 San Francisco 49ers,NFC West,16,11-4-1,24.81,11.31,17.06,11.76,7.75,1.113,2,3,5,2
TB-2012,TB,2012,2012 Tampa Bay Buccaneers,NFC South,16,7-9,24.31,11.15,24.63,9.61,-0.313,-0.045,1,3,5,2
TEN-2012,TEN,2012,2012 Tennessee Titans,AFC South,16,6-10,20.63,12,29.44,13.72,-8.813,-1.266,2,2,4,3
WAS-2012,WAS,2012,2012 Washington Redskins,NFC East,16,10-6,27.25,9.04,24.25,7.56,3,0.431,1,2,6,2
ARI-2013,ARI,2013,2013 Arizona Cardinals,NFC West,16,10-6,23.69,8.15,20.25,9.69,3.438,0.526,1,4,4,2
ATL-2013,ATL,2013,2013 Atlanta Falcons,NFC South,16,4-12,22.06,7.7,27.69,6.11,-5.625,-0.861,1,4,4,2
BAL-2013,BAL,2013,2013 Baltimore Ravens,AFC North,16,8-8,20,5.88,22,11.91,-2,-0.306,1,2,4,2
BUF-2013,BUF,2013,2013 Buffalo Bills,AFC East,16,6-10,21.19,7.56,24.25,9.08,-3.063,-0.469,1,3,6,2
CAR-2013,CAR,2013,2013 Carolina Panthers,NFC South,16,12-4,22.88,10.11,15.06,7.62,7.813,1.196,1,1,3,1
CHI-2013,CHI,2013,2013 Chicago Bears,NFC North,16,8-8,27.81,9.5,29.88,10.38,-2.063,-0.316,2,2,5,2
CIN-2013,CIN,2013,2013 Cincinnati Bengals,AFC North,16,11-5,26.88,12.24,19.06,7.63,7.813,1.196,1,3,5,3
CLE-2013,CLE,2013,2013 Cleveland Browns,AFC North,16,4-12,19.25,9.34,25.38,8.65,-6.125,-0.938,2,3,4,3
DAL-2013,DAL,2013,2013 Dallas Cowboys,NFC East,16,8-8,27.44,8.4,27,13.68,0.438,0.067,1,3,5,3
DEN-2013,DEN,2013,2013 Denver Broncos,AFC West,16,13-3,37.88,9.55,24.94,9.25,12.938,1.981,1,3,5,3
DET-2013,DET,2013,2013 Detroit Lions,NFC North,16,7-9,24.69,8.9,23.5,7.31,1.188,0.182,1,3,6,2
GB-2013,GB,2013,2013 Green Bay Packers,NFC North,16,8-7-1,26.06,9.73,26.75,8.91,-0.688,-0.105,1,2,3,2
HOU-2013,HOU,2013,2013 Houston Texans,AFC South,16,2-14,17.25,9.56,26.75,7.19,-9.5,-1.454,2,3,5,2
IND-2013,IND,2013,2013 Indianapolis Colts,AFC South,16,11-5,24.44,9.23,21,13.08,3.438,0.526,1,2,4,1
JAX-2013,JAX,2013,2013 Jacksonville Jaguars,AFC South,16,4-12,15.44,8.88,28.06,9.55,-12.625,-1.933,1,4,3,2
KC-2013,KC,2013,2013 Kansas City Chiefs,AFC West,16,11-5,26.88,11.71,19.06,10.82,7.813,1.196,1,3,4,2
LAC-2013,LAC,2013,2013 San Diego Chargers,AFC West,16,9-7,24.75,8.18,21.75,8.71,3,0.459,1,3,4,3
LAR-2013,LAR,2013,2013 St. Louis Rams,NFC West,16,7-9,21.75,11.74,22.75,8.08,-1,-0.153,1,4,5,3
LV-2013,LV,2013,2013 Oakland Raiders,AFC West,16,4-12,20.13,6.33,28.31,12.01,-8.188,-1.254,0,4,6,2
MIA-2013,MIA,2013,2013 Miami Dolphins,AFC East,16,8-8,19.81,7.8,20.94,7.69,-1.125,-0.172,1,2,5,1
MIN-2013,MIN,2013,2013 Minnesota Vikings,NFC North,16,5-10-1,24.44,10.26,30,8.11,-5.563,-0.852,3,3,3,3
NE-2013,NE,2013,2013 New England Patriots,AFC East,16,12-4,27.75,11.26,21.13,8.89,6.625,1.014,1,4,5,1
NO-2013,NO,2013,2013 New Orleans Saints,NFC South,16,11-5,25.88,11.33,19,6.96,6.875,1.052,1,4,4,2
NYG-2013,NYG,2013,2013 New York Giants,NFC East,16,7-9,18.38,9.02,23.94,11.85,-5.563,-0.852,1,2,4,3
NYJ-2013,NYJ,2013,2013 New York Jets,AFC East,16,8-8,18.13,10.39,24.19,10.72,-6.063,-0.928,1,2,4,2
PHI-2013,PHI,2013,2013 Philadelphia Eagles,NFC East,16,10-6,27.63,13.11,23.88,11.57,3.75,0.574,1,3,4,3
PIT-2013,PIT,2013,2013 Pittsburgh Steelers,AFC North,16,8-8,23.69,8.26,23.13,13.2,0.563,0.086,1,4,4,1
SEA-2013,SEA,2013,2013 Seattle Seahawks,NFC West,16,13-3,26.06,10.03,14.44,8.79,11.625,1.78,1,2,4,2
SF-2013,SF,2013,2013 San Francisco 49ers,NFC West,16,12-4,25.38,11.3,17,7.93,8.375,1.282,1,4,3,2
TB-2013,TB,2013,2013 Tampa Bay Buccaneers,NFC South,16,4-12,18,9.11,24.31,8.81,-6.313,-0.966,1,2,3,1
TEN-2013,TEN,2013,2013 Tennessee Titans,AFC South,16,7-9,22.63,7.28,23.81,10.82,-1.188,-0.182,1,4,5,2
WAS-2013,WAS,2013,2013 Washington Redskins,NFC East,16,3-13,20.88,9.68,29.88,8.9,-9,-1.378,1,2,5,3
ARI-2014,ARI,2014,2014 Arizona Cardinals,NFC West,16,11-5,19.38,7.98,18.69,9.39,0.688,0.11,1,3,5,2
ATL-2014,ATL,2014,2014 Atlanta Falcons,NFC South,16,6-10,23.81,13.07,26.06,8.96,-2.25,-0.36,1,5,5,1
BAL-2014,BAL,2014,2014 Baltimore Ravens,AFC North,16,10-6,25.56,9.34,18.88,10.63,6.688,1.071,1,3,5,2
BUF-2014,BUF,2014,2014 Buffalo Bills,AFC East,16,9-7,21.44,9.24,18.06,8.27,3.375,0.541,1,3,5,3
CAR-2014,CAR,2014,2014 Carolina Panthers,NFC South,16,7-8-1,21.19,9.8,23.38,13.09,-2.188,-0.351,1,2,5,3
CHI-2014,CHI,2014,2014 Chicago Bears,NFC North,16,5-11,19.94,5.92,27.63,13.45,-7.688,-1.232,1,3,3,2
CIN-2014,CIN,2014,2014 Cincinnati Bengals,AFC North,16,10-5-1,22.81,10.83,21.5,12.52,1.313,0.21,1,3,4,2
CLE-2014,CLE,2014,2014 Cleveland Browns,AFC North,16,7-9,18.69,9.51,21.06,7.43,-2.375,-0.38,1,4,5,3
DAL-2014,DAL,2014,2014 Dallas Cowboys,NFC East,16,12-4,29.19,10.39,22,7.51,7.188,1.152,1,3,4,3
DEN-2014,DEN,2014,2014 Denver Broncos,AFC West,16,12-4,30.13,10.44,22.13,9.15,8,1.282,1,3,5,3
DET-2014,DET,2014,2014 Detroit Lions,NFC North,16,11-5,20.06,8.95,17.63,7.68,2.438,0.391,1,3,4,2
GB-2014,GB,2014,2014 Green Bay Packers,NFC North,16,12-4,30.38,13.71,21.75,10.17,8.625,1.382,1,3,4,2
HOU-2014,HOU,2014,2014 Houston Texans,AFC South,16,9-7,23.25,8.19,19.19,8.27,4.063,0.651,1,3,4,3
IND-2014,IND,2014,2014 Indianapolis Colts,AFC South,16,11-5,28.63,10.98,23.06,14.38,5.563,0.891,1,3,5,3
JAX-2014,JAX,2014,2014 Jacksonville Jaguars,AFC South,16,3-13,15.56,5.86,25.75,10.15,-10.188,-1.632,1,3,5,2
KC-2014,KC,2014,2014 Kansas City Chiefs,AFC West,16,9-7,22.06,8.84,17.56,6.65,4.5,0.721,1,2,5,2
LAC-2014,LAC,2014,2014 San Diego Chargers,AFC West,16,9-7,21.75,10.95,21.75,10.64,0,0,1,3,4,3
LAR-2014,LAR,2014,2014 St. Louis Rams,NFC West,16,6-10,20.25,12.14,22.13,12.83,-1.875,-0.3,2,5,4,3
LV-2014,LV,2014,2014 Oakland Raiders,AFC West,16,3-13,15.81,7.68,28.25,11.62,-12.438,-1.993,1,4,5,2
MIA-2014,MIA,2014,2014 Miami Dolphins,AFC East,16,8-8,24.25,9.75,23.31,12.17,0.938,0.15,1,3,5,2
MIN-2014,MIN,2014,2014 Minnesota Vikings,NFC North,16,7-9,20.31,11.53,21.44,9.74,-1.125,-0.18,1,4,4,3
NE-2014,NE,2014,2014 New England Patriots,AFC East,16,12-4,29.25,12.65,19.56,8.99,9.688,1.552,1,3,4,2
NO-2014,NO,2014,2014 New Orleans Saints,NFC South,16,7-9,25.06,9.68,26.5,9.47,-1.438,-0.23,1,4,5,3
NYG-2014,NYG,2014,2014 New York Giants,NFC East,16,6-10,23.75,11.18,25,9.71,-1.25,-0.2,1,4,3,3
NYJ-2014,NYJ,2014,2014 New York Jets,AFC East,16,4-12,17.69,8.79,25.06,9.1,-7.375,-1.182,2,3,6,3
PHI-2014,PHI,2014,2014 Philadelphia Eagles,NFC East,16,10-6,29.63,8.52,25,11.55,4.625,0.741,2,3,4,4
PIT-2014,PIT,2014,2014 Pittsburgh Steelers,AFC North,16,11-5,27.25,12.34,23,7.13,4.25,0.681,1,4,5,1
SEA-2014,SEA,2014,2014 Seattle Seahawks,NFC West,16,12-4,24.63,7.16,15.88,9.5,8.75,1.402,1,3,5,2
SF-2014,SF,2014,2014 San Francisco 49ers,NFC West,16,8-8,19.13,8.81,21.25,8.69,-2.125,-0.34,1,2,5,1
TB-2014,TB,2014,2014 Tampa Bay Buccaneers,NFC South,16,2-14,17.31,6.66,25.63,12.51,-8.313,-1.332,1,3,4,2
TEN-2014,TEN,2014,2014 Tennessee Titans,AFC South,16,2-14,15.88,7.06,27.38,10.39,-11.5,-1.842,0,4,5,2
WAS-2014,WAS,2014,2014 Washington Redskins,NFC East,16,4-12,18.81,10.54,27.38,11.32,-8.563,-1.372,1,3,3,3
ARI-2015,ARI,2015,2015 Arizona Cardinals,NFC West,16,13-3,30.56,11.98,19.56,9.1,11,1.805,1,4,5,2
ATL-2015,ATL,2015,2015 Atlanta Falcons,NFC South,16,8-8,21.19,11.06,21.56,7.11,-0.375,-0.062,1,4,5,2
BAL-2015,BAL,2015,2015 Baltimore Ravens,AFC North,16,5-11,20.5,7.77,25.06,7.22,-4.563,-0.749,1,4,4,3
BUF-2015,BUF,2015,2015 Buffalo Bills,AFC East,16,8-8,23.69,8.35,22.44,9.63,1.25,0.205,1,3,5,1
CAR-2015,CAR,2015,2015 Carolina Panthers,NFC South,16,15-1,31.25,8.38,19.25,9.92,12,1.969,2,2,4,2
CHI-2015,CHI,2015,2015 Chicago Bears,NFC North,16,6-10,20.94,8.09,24.81,9.59,-3.875,-0.636,1,3,5,2
CIN-2015,CIN,2015,2015 Cincinnati Bengals,AFC North,16,12-4,26.19,8.34,17.44,8.77,8.75,1.436,1,4,4,3
CLE-2015,CLE,2015,2015 Cleveland Browns,AFC North,16,3-13,17.38,9,27,7.4,-9.625,-1.579,2,2,5,2
DAL-2015,DAL,2015,2015 Dallas Cowboys,NFC East,16,4-12,17.19,7.89,23.38,9.37,-6.188,-1.015,1,3,5,3
DEN-2015,DEN,2015,2015 Denver Broncos,AFC West,16,12-4,22.19,6.05,18.5,8.13,3.688,0.605,2,3,6,3
DET-2015,DET,2015,2015 Detroit Lions,NFC North,16,7-9,22.38,10.38,25,9.83,-2.625,-0.431,1,3,4,3
GB-2015,GB,2015,2015 Green Bay Packers,NFC North,16,10-6,23,8.85,20.19,9.68,2.813,0.462,1,2,5,1
HOU-2015,HOU,2015,2015 Houston Texans,AFC South,16,9-7,21.19,7.24,19.56,13.74,1.625,0.267,1,3,5,3
IND-2015,IND,2015,2015 Indianapolis Colts,AFC South,16,8-8,20.81,8.08,25.5,11.17,-4.688,-0.769,1,2,6,3
JAX-2015,JAX,2015,2015 Jacksonville Jaguars,AFC South,16,5-11,23.5,11.33,28,10.6,-4.5,-0.738,1,2,5,3
KC-2015,KC,2015,2015 Kansas City Chiefs,AFC West,16,11-5,25.31,9.24,17.94,10.09,7.375,1.21,1,3,5,2
LAC-2015,LAC,2015,2015 San Diego Chargers,AFC West,16,4-12,20,10.04,24.88,6.86,-4.875,-0.8,1,3,6,3
LAR-2015,LAR,2015,2015 St. Louis Rams,NFC West,16,7-9,17.5,9.24,20.63,8.71,-3.125,-0.513,1,4,5,3
LV-2015,LV,2015,2015 Oakland Raiders,AFC West,16,7-9,22.44,9.11,24.94,7.51,-2.5,-0.41,1,4,5,3
MIA-2015,MIA,2015,2015 Miami Dolphins,AFC East,16,6-10,19.38,9.42,24.31,10.25,-4.938,-0.81,1,3,5,2
MIN-2015,MIN,2015,2015 Minnesota Vikings,NFC North,16,11-5,22.81,11.23,18.88,7.22,3.938,0.646,1,4,4,3
NE-2015,NE,2015,2015 New England Patriots,AFC East,16,12-4,29.06,9.16,19.69,9.43,9.375,1.538,1,3,5,3
NO-2015,NO,2015,2015 New Orleans Saints,NFC South,16,7-9,25.5,10.86,29.75,10.21,-4.25,-0.697,1,4,4,3
NYG-2015,NYG,2015,2015 New York Giants,NFC East,16,6-10,26.25,9.66,27.63,11.03,-1.375,-0.226,1,4,4,2
NYJ-2015,NYJ,2015,2015 New York Jets,AFC East,16,10-6,24.19,6.66,19.63,7.34,4.563,0.749,1,3,4,2
PHI-2015,PHI,2015,2015 Philadelphia Eagles,NFC East,16,7-9,23.56,8.38,26.88,10.68,-3.313,-0.544,1,3,4,4
PIT-2015,PIT,2015,2015 Pittsburgh Steelers,AFC North,16,10-6,26.44,10.67,19.94,9.19,6.5,1.066,1,2,4,1
SEA-2015,SEA,2015,2015 Seattle Seahawks,NFC West,16,10-6,26.44,8.66,17.31,12.14,9.125,1.497,1,2,4,2
SF-2015,SF,2015,2015 San Francisco 49ers,NFC West,16,5-11,14.88,7.7,24.19,10.69,-9.313,-1.528,2,2,4,3
TB-2015,TB,2015,2015 Tampa Bay Buccaneers,NFC South,16,6-10,21.38,10.09,26.06,9.31,-4.688,-0.769,1,3,5,2
TEN-2015,TEN,2015,2015 Tennessee Titans,AFC South,16,3-13,18.69,12.59,26.44,8.86,-7.75,-1.272,1,3,5,4
WAS-2015,WAS,2015,2015 Washington Redskins,NFC East,16,9-7,24.25,10.27,23.69,8.58,0.563,0.092,1,3,6,2
ARI-2016,ARI,2016,2016 Arizona Cardinals,NFC West,16,7-8-1,26.13,10.49,22.63,12.65,3.5,0.649,1,2,5,2
ATL-2016,ATL,2016,2016 Atlanta Falcons,NFC South,16,11-5,33.75,9.23,25.38,7.34,8.375,1.552,1,3,6,3
BAL-2016,BAL,2016,2016 Baltimore Ravens,AFC North,16,8-8,21.44,7.4,20.06,8.62,1.375,0.255,1,2,6,2
BUF-2016,BUF,2016,2016 Buffalo Bills,AFC East,16,7-9,24.94,9.56,23.63,11.42,1.313,0.243,1,4,5,2
CAR-2016,CAR,2016,2016 Carolina Panthers,NFC South,16,6-10,23.06,10.85,25.13,10.99,-2.063,-0.382,2,2,4,2
CHI-2016,CHI,2016,2016 Chicago Bears,NFC North,16,3-13,17.44,5.3,24.94,9.84,-7.5,-1.39,0,3,5,2
CIN-2016,CIN,2016,2016 Cincinnati Bengals,AFC North,16,6-9-1,20.31,6.6,19.69,7.96,0.625,0.116,1,3,5,3
CLE-2016,CLE,2016,2016 Cleveland Browns,AFC North,16,1-15,16.5,6.74,28.25,4.49,-11.75,-2.177,1,3,5,2
DAL-2016,DAL,2016,2016 Dallas Cowboys,NFC East,16,13-3,26.31,8.8,19.13,5.75,7.188,1.332,1,3,5,1
DEN-2016,DEN,2016,2016 Denver Broncos,AFC West,16,9-7,20.81,8.4,18.56,8.23,2.25,0.417,1,3,6,1
DET-2016,DET,2016,2016 Detroit Lions,NFC North,16,9-7,21.63,7.95,22.38,8.85,-0.75,-0.139,1,3,4,1
GB-2016,GB,2016,2016 Green Bay Packers,NFC North,16,10-6,27,6.82,24.25,10.91,2.75,0.51,1,1,6,2
HOU-2016,HOU,2016,2016 Houston Texans,AFC South,16,9-7,17.44,7.08,20.5,6.06,-3.063,-0.568,1,5,4,3
IND-2016,IND,2016,2016 Indianapolis Colts,AFC South,16,8-8,25.69,8.59,24.5,8.55,1.188,0.22,1,4,4,3
JAX-2016,JAX,2016,2016 Jacksonville Jaguars,AFC South,16,3-13,19.88,6.64,25,6.49,-5.125,-0.95,1,4,6,3
KC-2016,KC,2016,2016 Kansas City Chiefs,AFC West,16,12-4,24.31,7.45,19.44,9.51,4.875,0.903,1,3,5,3
LAC-2016,LAC,2016,2016 San Diego Chargers,AFC West,16,5-11,25.63,8.15,26.44,8.21,-0.813,-0.151,1,2,4,3
LAR-2016,LAR,2016,2016 Los Angeles Rams,NFC West,16,4-12,14,9.49,24.63,13.35,-10.625,-1.969,1,4,6,2
LV-2016,LV,2016,2016 Oakland Raiders,AFC West,16,12-4,26,9.88,24.06,6.89,1.938,0.359,1,5,5,2
MIA-2016,MIA,2016,2016 Miami Dolphins,AFC East,16,10-6,22.69,9.76,23.75,8.16,-1.063,-0.197,1,3,4,2
MIN-2016,MIN,2016,2016 Minnesota Vikings,NFC North,16,8-8,20.44,8.69,19.19,8.2,1.25,0.232,1,4,3,2
NE-2016,NE,2016,2016 New England Patriots,AFC East,16,14-2,27.56,9.95,15.63,8.52,11.938,2.212,1,2,4,2
NO-2016,NO,2016,2016 New Orleans Saints,NFC South,16,7-9,29.31,12.01,28.38,9.01,0.938,0.174,1,3,5,3
NYG-2016,NYG,2016,2016 New York Giants,NFC East,16,11-5,19.38,5.76,17.75,7.09,1.625,0.301,1,3,5,2
NYJ-2016,NYJ,2016,2016 New York Jets,AFC East,16,5-11,17.19,10.65,25.56,9.4,-8.375,-1.552,1,2,5,2
PHI-2016,PHI,2016,2016 Philadelphia Eagles,NFC East,16,7-9,22.94,5.65,20.69,8.68,2.25,0.417,1,4,3,4
PIT-2016,PIT,2016,2016 Pittsburgh Steelers,AFC North,16,11-5,24.94,9.65,20.44,8.47,4.5,0.834,1,3,4,3
SEA-2016,SEA,2016,2016 Seattle Seahawks,NFC West,16,10-5-1,22.13,11.59,18.25,10.04,3.875,0.718,1,3,5,2
SF-2016,SF,2016,2016 San Francisco 49ers,NFC West,16,2-14,19.31,5.45,30,11.41,-10.688,-1.98,1,3,6,3
TB-2016,TB,2016,2016 Tampa Bay Buccaneers,NFC South,16,9-7,22.13,9,23.06,11.16,-0.938,-0.174,1,3,3,3
TEN-2016,TEN,2016,2016 Tennessee Titans,AFC South,16,9-7,23.81,9.81,23.63,8.78,0.188,0.035,1,3,5,2
WAS-2016,WAS,2016,2016 Washington Redskins,NFC East,16,8-7-1,24.75,8.83,23.94,6.44,0.813,0.151,1,2,4,2
ARI-2017,ARI,2017,2017 Arizona Cardinals,NFC West,16,8-8,18.44,8.59,22.56,10.84,-4.125,-0.666,0,3,5,3
ATL-2017,ATL,2017,2017 Atlanta Falcons,NFC South,16,10-6,22.06,8.52,19.69,5.86,2.375,0.383,1,2,5,2
BAL-2017,BAL,2017,2017 Baltimore Ravens,AFC North,16,9-7,24.69,10.04,18.94,13.14,5.75,0.928,1,3,5,4
BUF-2017,BUF,2017,2017 Buffalo Bills,AFC East,16,9-7,18.88,8.69,22.44,13.86,-3.563,-0.575,2,2,4,3
CAR-2017,CAR,2017,2017 Carolina Panthers,NFC South,16,11-5,22.69,10.91,20.44,9.89,2.25,0.363,1,4,6,1
CHI-2017,CHI,2017,2017 Chicago Bears,NFC North,16,5-11,16.5,7.68,20,9.31,-3.5,-0.565,1,3,3,3
CIN-2017,CIN,2017,2017 Cincinnati Bengals,AFC North,16,7-9,18.13,9.72,21.81,7.31,-3.688,-0.595,1,2,5,2
CLE-2017,CLE,2017,2017 Cleveland Browns,AFC North,16,0-16,14.63,7.14,25.63,7.08,-11,-1.775,1,4,4,2
DAL-2017,DAL,2017,2017 Dallas Cowboys,NFC East,16,9-7,22.13,11.62,20.75,12.33,1.375,0.222,1,3,5,2
DEN-2017,DEN,2017,2017 Denver Broncos,AFC West,16,5-11,18.06,9.29,23.88,12.03,-5.813,-0.938,1,3,6,3
DET-2017,DET,2017,2017 Detroit Lions,NFC North,16,9-7,25.63,7.76,23.5,12.08,2.125,0.343,1,2,5,2
GB-2017,GB,2017,2017 Green Bay Packers,NFC North,16,7-9,20,10.61,24,7.69,-4,-0.645,1,2,7,3
HOU-2017,HOU,2017,2017 Houston Texans,AFC South,16,4-12,21.13,14.71,27.25,10.47,-6.125,-0.988,1,4,5,1
IND-2017,IND,2017,2017 Indianapolis Colts,AFC South,16,4-12,16.44,7.76,25.25,10.29,-8.813,-1.422,1,2,5,2
JAX-2017,JAX,2017,2017 Jacksonville Jaguars,AFC South,16,10-6,26.06,9.53,16.75,12.43,9.313,1.503,1,4,4,2
KC-2017,KC,2017,2017 Kansas City Chiefs,AFC West,16,10-6,25.94,9.65,21.19,8.38,4.75,0.766,1,3,4,3
LAC-2017,LAC,2017,2017 Los Angeles Chargers,AFC West,16,9-7,22.19,10.56,17,8.47,5.188,0.837,1,3,4,2
LAR-2017,LAR,2017,2017 Los Angeles Rams,NFC West,16,11-5,29.88,12.61,20.56,12.01,9.313,1.503,1,2,6,3
LV-2017,LV,2017,2017 Oakland Raiders,AFC West,16,6-10,18.81,9.88,23.31,6.72,-4.5,-0.726,1,4,4,2
MIA-2017,MIA,2017,2017 Miami Dolphins,AFC East,16,6-10,17.56,9.73,24.56,9.9,-7,-1.129,1,4,4,2
MIN-2017,MIN,2017,2017 Minnesota Vikings,NFC North,16,13-3,23.88,9.07,15.75,8.65,8.125,1.311,1,2,5,2
NE-2017,NE,2017,2017 New England Patriots,AFC East,16,13-3,28.63,6.91,18.5,10.91,10.125,1.634,1,5,4,3
NO-2017,NO,2017,2017 New Orleans Saints,NFC South,16,11-5,28,10.11,20.38,10.68,7.625,1.23,1,2,5,3
NYG-2017,NYG,2017,2017 New York Giants,NFC East,16,3-13,15.38,8.25,24.25,10.3,-8.875,-1.432,1,4,4,3
NYJ-2017,NYJ,2017,2017 New York Jets,AFC East,16,5-11,18.63,10.2,23.88,9.5,-5.25,-0.847,1,3,5,2
PHI-2017,PHI,2017,2017 Philadelphia Eagles,NFC East,16,13-3,28.56,12.2,18.44,9.6,10.125,1.634,1,4,4,3
